feature	r2_score	cell_count_coef	Null_coef	WT_coef
Cytoplasm_Number_Object_Number	0.3092089427507221	0.03345408757068312	-0.012169660286208528	0.012169660286208531
Cytoplasm_AreaShape_Area	0.3161749977548437	-0.026660589639718936	-0.1761977013779533	0.17619770137795338
Cytoplasm_AreaShape_BoundingBoxArea	0.16798176915851937	-0.022168935309677777	-0.059594045038279087	0.059594045038279114
Cytoplasm_AreaShape_BoundingBoxMaximum_X	0.008340445346656677	0.002454424847689101	-0.1395888180466162	0.13958881804661624
Cytoplasm_AreaShape_BoundingBoxMaximum_Y	0.0016845504841749293	-0.0034081345257769512	0.04023927001463364	-0.040239270014633656
Cytoplasm_AreaShape_BoundingBoxMinimum_X	0.005920800781244906	0.006485506838826887	-0.088599389754729	0.08859938975472903
Cytoplasm_AreaShape_BoundingBoxMinimum_Y	0.035321874646231044	0.01000069731628666	0.03164086226253342	-0.03164086226253343
Cytoplasm_AreaShape_Center_X	0.004791002344447959	0.004264716429137821	-0.11837481552650941	0.11837481552650944
Cytoplasm_AreaShape_Center_Y	0.008071007582324485	0.002425845842224744	0.0675570015029949	-0.06755700150299493
Cytoplasm_AreaShape_Compactness	0.034482881056532966	0.01405847683859973	-0.10362137341582275	0.1036213734158228
Cytoplasm_AreaShape_ConvexArea	0.2073510851567152	-0.02086001648528219	-0.1601089250343384	0.16010892503433846
Cytoplasm_AreaShape_Eccentricity	0.01400236543503719	0.0018564004303690466	0.11326889210087723	-0.11326889210087726
Cytoplasm_AreaShape_EquivalentDiameter	0.30341066934473837	-0.02768897215398021	-0.1340450045709392	0.13404500457093926
Cytoplasm_AreaShape_EulerNumber	0.021240739710197687	0.01027545088066821	-0.05150901584729316	0.05150901584729317
Cytoplasm_AreaShape_Extent	0.021942041601125895	-0.0017166355630930672	-0.15195440283689365	0.15195440283689368
Cytoplasm_AreaShape_FormFactor	0.01897408643394838	-0.010018431711405573	0.060125573763037135	-0.060125573763037156
Cytoplasm_AreaShape_MajorAxisLength	0.08182582827056051	-0.01568553511518895	-0.03595595646296967	0.03595595646296968
Cytoplasm_AreaShape_MaxFeretDiameter	0.13123930482930857	-0.01747878059466629	-0.10620250391122257	0.10620250391122261
Cytoplasm_AreaShape_MaximumRadius	0.35799742543900415	-0.028993703541842736	-0.17234542837784408	0.17234542837784414
Cytoplasm_AreaShape_MeanRadius	0.3645019517935558	-0.03004258556918994	-0.15454490161746523	0.15454490161746526
Cytoplasm_AreaShape_MedianRadius	0.3483903133509665	-0.028583503316688758	-0.17046913364453525	0.1704691336445353
Cytoplasm_AreaShape_MinFeretDiameter	0.16250334176845704	-0.019495442986361116	-0.11706020878554083	0.11706020878554088
Cytoplasm_AreaShape_MinorAxisLength	0.17479628018871962	-0.02034348020102706	-0.11837664702912948	0.11837664702912952
Cytoplasm_AreaShape_Orientation	0.016853550817942375	0.00885423097984529	-0.2195858532302275	0.21958585323022753
Cytoplasm_AreaShape_Perimeter	0.12476248674008872	-0.01400085527961454	-0.1738689040517487	0.1738689040517488
Cytoplasm_AreaShape_Solidity	0.026287104759415536	-0.008032693675736183	-0.04237429975180935	0.04237429975180937
Cytoplasm_AreaShape_Zernike_0_0	0.009604239924059232	-0.004481334931583702	-0.03464985741990609	0.0346498574199061
Cytoplasm_AreaShape_Zernike_1_1	0.010600419186949206	-0.005933763176029694	-0.00511873601229569	0.005118736012295692
Cytoplasm_AreaShape_Zernike_2_0	0.04659927017014498	-0.009752328102213985	-0.07911712357808659	0.07911712357808662
Cytoplasm_AreaShape_Zernike_2_2	0.014979212022603106	-0.001028785489625843	0.16145445449140794	-0.161454454491408
Cytoplasm_AreaShape_Zernike_3_1	0.03644681056985788	-0.005834804267982239	-0.13025182354629408	0.13025182354629414
Cytoplasm_AreaShape_Zernike_3_3	0.007503647843026817	-0.002767710646613177	-0.05668504351953696	0.05668504351953698
Cytoplasm_AreaShape_Zernike_4_0	0.01713562267408042	-0.001608674913441811	-0.13277728042190376	0.13277728042190381
Cytoplasm_AreaShape_Zernike_4_2	0.011720089935540523	0.0009187736422271018	0.11646568930031848	-0.11646568930031852
Cytoplasm_AreaShape_Zernike_4_4	0.029838510382124594	-0.010664884495667314	0.2953973883977316	-0.29539738839773166
Cytoplasm_AreaShape_Zernike_5_1	0.0010788857372887595	-0.0012684725031940711	-0.01690083348117344	0.016900833481173445
Cytoplasm_AreaShape_Zernike_5_3	0.007587552759278027	-0.003466161385536008	-0.04258215337125946	0.04258215337125947
Cytoplasm_AreaShape_Zernike_5_5	0.013992229868067585	-0.009675339130643912	0.1042200969234505	-0.10422009692345054
Cytoplasm_AreaShape_Zernike_6_0	0.0004536213274026757	0.0008241023612316897	0.010924221581311715	-0.010924221581311719
Cytoplasm_AreaShape_Zernike_6_2	0.027646075460638908	0.00820133430359462	-0.2805651547005508	0.28056515470055093
Cytoplasm_AreaShape_Zernike_6_4	0.014718635932066126	-0.001986986632064876	0.171921575280227	-0.17192157528022706
Cytoplasm_AreaShape_Zernike_6_6	0.010635065761567142	-0.0059940119770680285	0.1763556461029061	-0.1763556461029062
Cytoplasm_AreaShape_Zernike_7_1	0.0006048573432810844	-0.001618431235952591	0.04184923407925883	-0.04184923407925884
Cytoplasm_AreaShape_Zernike_7_3	0.007172703322306684	-0.0048991573177086965	0.14480942973367106	-0.1448094297336711
Cytoplasm_AreaShape_Zernike_7_5	0.04120090902312923	-0.017092821508831648	0.22978072662931082	-0.2297807266293109
